category,title,content,img,url
100,이낙연 민주당 내 거센 반대 직면 신당 창당설에 거리둬,"이낙연 전 더불어민주당 대표의 신당 창당에 대해 민주당 소속 의원들이 비판이 거세지고 있다.안민석 민주당 의원경기 오산시은 19일 방송된 SBS라디오 김태현의 정치쇼에 출연해 이 전 대표의 신당 창당 움직임을 총리와 당대표까지 지낸 분이 성에 차지 않는다고 당을 깨고 나가는 것은 몰염치한 행동이라고 지적했다.
그러면서 해서도 안 되고 가능하지 않은 일을 가지고 이 전 대표가 정치 재개를 하는 것이 본질이라고 강조했다.이 전 대표의 신당 창당에 반대하는 연명에 참여한 민주당 의원은 지난 18일 기준 총 117명으로 최종 집계됐다.",https://imgnews.pstatic.net/image/417/2023/12/19/0000970167_001_20231219192501418.jpg?type=w647,https://n.news.naver.com/mnews/article/417/0000970167?sid=100
100, 동생 부부 작품 1억에 산 강정애...증여세 탈루 논란,요약 실패,,https://n.news.naver.com/mnews/article/052/0001974702?sid=100
100,송영길 구속 희비 교차... 할 말 많은 與 할 말 잃은 野,"與 586 운동권의 씁쓸한 윤리적 몰락 목격野 침통한 상황...재판을 지켜봐야       국민의힘 윤재옥 당 대표 권한대행이 19일 국회에서 열린 원내대책회의에서 참석하고 있다.
연합뉴스      여야는 19일 더불어민주당 송영길 전 대표가 전당대회 돈봉투 살포 의혹 관련 혐의로 구속된 것에 대해 대조적인 반응을 보였다.
국민의힘 윤재옥 원내대표 겸 대표 권한대행은 586 운동권의 씁쓸한 윤리적 몰락을 목격하게 된다고 밝혔다.
더불어민주당 전당대회 돈봉투 살포 의혹관련 송영길 전 대표가 18일 서울 서초구 서울중앙지방법원에서 열린 구속 전 피의자심문영장실질심사을 마친 뒤 법원을 나서며 입장을 밝히고 있다.
임오경 원내대변인광명갑은 들과 만나 송 전 대표는 이미 탈당해 개인의 몸이라 민주당의 공식 입장은 없다며 기소가 돼서 곧 재판에 들어갈 텐데 사안에 대해 지켜봐야 한다고 말했다.","https://imgnews.pstatic.net/image/666/2023/12/19/0000028938_002_20231219190602326.jpg?type=w647,https://imgnews.pstatic.net/image/666/2023/12/19/0000028938_001_20231219190602291.jpg?type=w647",https://n.news.naver.com/mnews/article/666/0000028938?sid=100
100,윤희숙 한동훈 단순 찬반보다 尹과 아름다운 대립각 역할이 중요,"중도층 지지를 얻으려면 윤석열 대통령 그림자를 벗어나라는 게 주된 주장이다.제21대 국회 초선 스타로 떠올랐었지만 자진사퇴한 윤희숙 전 의원은 19일 SBS라디오 김태현의 정치쇼에 출연해 여당의 한동훈 장관 비대위원장 선임 관련 지금 이 당이 뭐가 문제고 왜 국민 신뢰를 잃었고 위기라고 생각하며 비대위원장이 오시면 뭘 부탁드려야 되느냐가 중요하다며 이같이 말했다.그는 지금 당 연석회의나 의원총회를 보면 한동훈 개인 찬반투표처럼 됐다며 반대하는 분들은 검사동일체·상명하복 문화에 있던 사람이 대통령한테 싫은 소리 할 수 있겠느냐 찬성하는 분들은 그분은 원래 자기 일 열심히 하는 사람이기 때문에 얼마든지 뒤통수를 칠 수 있다 두가지지 않냐고 했다.윤 전 의원은 한 장관이 윤 대통령과 각을 세워 중도 확장에 기여해야 한다고 봤다.
대통령과 신뢰 기반도 중요하고 자기 욕심으로 뒤통수를 친다는 느낌을 주지 않으면서 국민 눈에 잘 안보이는 원활한 의사소통이 필요하다고 충고했다.한 장관의 부담 경감을 위해 여권 정치세력이 그렇게 하도록 만들어야 한다며 한 장관이 기존 정치인처럼 윤 대통령 추종에 치우칠 경우 지지율 밑천을 잃게 될 것이라고 했다.",https://imgnews.pstatic.net/image/029/2023/12/19/0002844413_001_20231219183108083.jpg?type=w647,https://n.news.naver.com/mnews/article/029/0002844413?sid=100
100,여야 중앙발 잇단 악재 총선 앞둔 지역 정치권 불안,"사법리스크 계파 갈등 탈당 신당 움직임 인선문제 등 논란총선 주자들 도움은커녕 찬물만 끼얹어 민심이반 자처 지적최근 여야를 막론하고 잇따라 터지는 중앙발 이슈에 총선을 110여일 앞둔 지역 정치권이 갈피를 잡지 못하는 분위기다.
더불어민주당은 전·현직 대표의 사법리스크가 아킬레스건으로 작용할 수 있다는 우려다.
이재명 대표를 둘러싼 사법리스크에 이달 18일에는 송영길 전 대표가 2021년 전당대회 돈 봉투 살포 의혹으로 전격 구속됐다.
이밖에도 이낙연 전 대표의 신당 창당 움직임 5선 이상민유성구을 의원 탈당 윤영찬·이원욱·김종민·조응천 의원 등 비주류 4인방 모임인 원칙과 상식이 당내 기류와 대척점을 보이고 있는 상황 등도 부담일 수밖에 없다.
인요한 혁신위원회가 김기현 전 대표와의 보이지 않는 갈등을 겪어오면서 내부 불안을 야기했고 결국 지지자들의 기대만큼 역할을 하지 못하고 가라앉았다는 지적에서 자유롭지 못한 상황이다.
서울 강서구청장 보궐선거 참패 이후 혁신위 활동 논란 내부 계파 갈등 대표 사퇴 및 친윤 불출마 비대위원장 인선 갈등 등 당내 흐름이 어수선한 분위기로 이어지고 있는 상황이다.
이외에도 이준석 전 대표가 신당 창당을 가시화하고 있는 상황 등도 내부 분열을 가속화할 수 있다는 우려를 안고 있다.
여당과 야당 모두 어수선한 분위기가 이어지면서 지역 정치인들의 불안감은 커져만 가는 분위기다.
대전의 여·야 예비후보들은 한참 민감한 시기에 중앙당의 어수선한 분위기가 민심 이반으로 이어지지 않을까 걱정이라며 현재 중앙당 상황은 지역구 출마자들의 발목을 잡는 꼴밖에 되지 않는다라고 우려하고 있다.",https://imgnews.pstatic.net/image/656/2023/12/19/0000073570_001_20231219190401746.jpg?type=w647,https://n.news.naver.com/mnews/article/656/0000073570?sid=100
100,與 보좌관 김포서울 편입 반대 단체문자 돌렸다 면직,"A 의원 측은 19일 연합뉴스와 통화에서 해당 보좌관이 이달 말 면직 처리될 예정이라고 밝혔다.
이 보좌관은 지난달 20일 자신의 페이스북에 올린 글에서 김포시 서울편입 요구는 지역 이기주의의 극단이라며 특별법 통과가 불가능한 상황을 뻔히 알면서도 온갖 특례를 집어넣었다.
이 사실을 뒤늦게 안 A 의원은 당의 방향성과 맞지 않은 내용을 현역 보좌관이 단체 문자로 배포한 보낸 것은 문제라고 지적했고 해당 보좌관은 잘못을 시인하며 이튿날 사과문을 작성했다.",https://imgnews.pstatic.net/image/001/2023/12/19/PYH2023110118220001300_P4_20231219184506889.jpg?type=w647,https://n.news.naver.com/mnews/article/001/0014399898?sid=100
100,안철수 이낙연 민주당 탈출해서 여당 오라 이원욱 모독,"이 의원은 이날 자신의 페이스북에 노무현 대통령 후보시절 비서실장 문재인 대통령의 총리로서 민주당과 역사를 같이한 분에게 국민의힘에서 큰 뜻을 펼쳐달라는 말씀을 하다니 관심을 끌기 위해 요즘 이슈 중심에 있는 이전 총리를 화두삼아 말을 건네고 싶었겠지만 이건 아니다라고 지적했다.
그러면서 윤석열 대통령의 아바타 한동훈 장관을 비대위원장으로 거론하는 국민의힘 또한 국민의 희망을 만들어 줄 새정치의 둥지가 될 수 없기 때문이라고 했다.
━   안철수 이낙연 여당으로 오라민주당과 맞지 않아       앞서 안 의원은 이날 자신의 페이스북에서 이낙연 전 총리를 향해 국민의힘에 오셔서 큰 뜻을 함께해 주시기 바란다.",https://imgnews.pstatic.net/image/025/2023/12/19/0003329624_001_20231219190103500.jpg?type=w647,https://n.news.naver.com/mnews/article/025/0003329624?sid=100
100,보복운전 벌금형 민주당 이경 여자가 보복운전 했겠나 분노,"이 전 부대변인은 블랙박스 메모리카드를 꺼내본 적도 없었고 사건 후 경찰 조사를 위해 메모리카드를 확인했을 땐 이미 몇달이 지나 영상이 삭제돼 있었다고 말했다.이 전 부대변인은 대리운전 기사의 연락처에 대해서도 대변인 업무를 하느라 모임이 많아 사건 직전 어디에서 누구를 만났는지 대리운전 기사가 누구였는지 누가 대리 기사를 불러줬는지 전혀 기억이 없다고 말했다.이를 두고 국민의힘 측에서는 보복 운전보다 이 전 부대변인이 거짓말을 하고 있다고 비판했다.윤희석 국민의힘 선임대변인은 사건 당시 자신이 아닌 대리운전 기사가 차를 몰았다는 허위 주장으로 일관했다며 거짓말과 변명 덮어씌우기라는 민주당 인사들 특유의 민낯이 드러났다고 일갈했다.그러면서 진정 잘못을 인정한다면 당직 사퇴에 그칠 것이 아니라 총선 출마를 포기하고 자숙하는 것이 마땅하다고 지적했다.법조계에 따르면 서울남부지법 형사11단독 정유미 판사는 지난 15일 특수협박 혐의로 재판에 넘겨진 이 전 부대변인에게 벌금 500만원을 선고했다.이 전 부대변인은 지난 2021년 11월 12일 오후 10시쯤 자신의 차를 운전하다가 옆 차로를 달리던 A씨 차량 앞으로 끼어들었다.
법원은 이 전 부대변인이 대리운전 기사의 연락처 등 증거를 제출하지 않은 점 운전을 업으로 하는 대리운전 기사가 자기 소유도 아닌 차량으로 보복 운전을 한다는 것은 받아들이기 어렵다는 점 등을 들었다.한편 친명계로 분류되는 이 전 부대변인은 지난 대선 경선 당시 이재명 후보 캠프에서 대변인으로 활동한 뒤 본선에서는 민주당 선거대책위원회 대변인을 지냈다.",https://imgnews.pstatic.net/image/088/2023/12/19/0000852653_002_20231219184701215.jpg?type=w647,https://n.news.naver.com/mnews/article/088/0000852653?sid=100
100,안철수 이낙연 탈출해서 여당으로 오시라...이원욱 모독의 언어,"안철수 NY에 러브콜 함께 걸어가겠다이원욱 사과해야...새정치 마음 있으면 둥지 떠나라   안철수 국민의힘 의원이 19일 신당 창당을 검토 중인 이낙연 전 더불어민주당 대표를 향해 민주당을 탈출하시고 여당으로 오시기 바란다고 제안했다.
이에 이원욱 민주당 의원은 안 의원에게 사과를 촉구하며 새정치할 마음이 조금이라도 있다면 그 둥지국민의힘를 떠나셔야 한다고 맞섰다.
안 의원은 또 새로운 민주당을 만들고자 하시지만 형제처럼 고난을 함께해온 분들도 내년 총선 당선 때문에 뜻을 함께하지 않을 것 같다고 에둘러 민주당 상황을 비판했다.
이에 민주당 혁신계 원칙과상식 소속 이원욱 의원은 사회관계망서비스SNS에 안철수 의원님 이낙연 전 대표에게 사과하십시오라는 제목의 글을 올렸다.
아울러 오늘 이 전 대표를 향한 조롱에 가까운 말을 보며 저도 한마디 권해 드리겠다며 아직 새정치할 마음이 조금이라도 있다면 그 둥지를 떠나셔야 한다.","https://imgnews.pstatic.net/image/014/2023/12/19/0005117017_001_20231219185404381.jpg?type=w647,https://imgnews.pstatic.net/image/014/2023/12/19/0005117017_002_20231219185404418.jpg?type=w647",https://n.news.naver.com/mnews/article/014/0005117017?sid=100
100, 야당 의원과 KBS 사장의 물러설 수 없는 설전,"박찬대 임명동의제 부정은 사장 말 잘 듣는 사람 꽂겠다는 말 박민 노조와 협의 중박민 KBS 사장은 편성의 독립과 제작의 자율성 보호할 의무 있어박찬대 그러면 국장들 배석시키지 말고 혼자 들어오시라지난 18일 국회 과방위에서 KBS 더 라이브 폐지 편성 회의 관련해 고민정 의원이 보도본부장에게 질문하자 박민 사장이 답변 거부 지시를 내린 데 대해 박찬대 의원이 강하게 질타했다.
박찬대 의원은 또 국장 임명동의제 관련한 박민 사장의 태도를 두고도 사장 말 잘 듣고 용산 지시를 착실히 이행하겠다는 사람을 꽂겠다는 말로 들린다고 직격했다.
이날 국회 과방위 KBS 결산 심사 회의에서 박찬대 의원은 박민 사장님이 오전에 고민정 의원의 질의에 사장께서 직접 끼어들면서 보도국장에게 답변하지 말라고 노골적으로 지시하는 장면을 봤다며 공개석상 그것도 국회에서 이러는데 사장이 보도 편성에 관여하지 않는다고 자체적으로 독립적으로 운영된다고 누가 믿겠느냐고 의구심을 드러냈다.
박찬대 의원은 누가 믿겠나 국회에서 보도국장 답변을 하지 마라 이렇게 지시해서 결국 답변 못하게 만들지 않았느냐고 지적했다.
여기서 편성의 구체적인 과정 그런 의사결정에 대해서 정치권에서 질문을 하면 그걸 구체적으로 계속 답변하면 그게 정치적 압력이 되지 않겠느냐며 그런 상황을 방치하는 게 KBS 사장으로서 편성의 독립과 제작의 자율성을 지켜야 한다는 사장 의무를 방해하는 거라고 저는 생각했다.
그러자 박찬대 의원은 사장님 국회는 왜 나오셨나 국민의 대표인 국회의원이 궁금해서 사장님한테 물어볼 수도 있고 국장한테도 물어볼 수 있는데 국장이 자유 의사에 따라 답변하는 걸 사장이 답변하지 말라고 지시하는 그 내용을 국민들이 납득하겠느냐고 질타했다.
박민 사장은 오늘 많은 질문에 대해서 답변했고 답변하지 않은 것은 편성과 관련된 구체적인 사항이라고 반박했다.
박찬대 의원은 다음에 국장들 배석시키지 마세요.
국장들 배석시키지 말고 사장님 혼자 들어오세요라며 뭐 하는 짓입니까 사장님께서 지금 KBS 땡윤뉴스와 전력 질주하고 있지 않느냐고 목소리를 높였다.
박찬대 의원은 방송법과 방송 편성규약에 엄밀하게 언급되어 있는데 단체협약의 대상이 아니라고 주장하는 구체적인 근거도 없이 왜 자꾸 얘기하시나 혹시 근로조건과 관련해 해당이 된다는 판례 있는 건 아시느냐고 물었다.
박민 사장은 판례가 구체적인 사안과 조건에 따라서 다르게 나오고 있다고 답했다.
박 사장이 알고 있다고 하자 박 의원은 근데 이거 무시하는 거냐고 목소리를 높였다.
박찬대 의원은 임명동의제 폐지 강행한다면 반드시 대가를 치를 거다.",,https://n.news.naver.com/mnews/article/006/0000121405?sid=100
